15061|-1 -1 -1 -1 665 -1 -1 -1 -1 -1 -1 -1 -1 -1 628 -1 -1 -1 -1 -1
16002|-1 -1 -1 -1 559 -1 -1 -1 -1 -1 -1 -1 -1 -1 537 -1 -1 -1 -1 -1
16003|-1 -1 -1 715 -1 -1 -1 -1 -1 -1 -1 -1 -1 666 -1 -1 -1 -1 -1 -1
16006|-1 -1 -1 703 -1 -1 -1 -1 -1 -1 -1 -1 -1 684 -1 -1 -1 -1 -1 -1
16009|-1 -1 -1 702 -1 -1 -1 -1 -1 -1 -1 -1 -1 671 -1 -1 -1 -1 -1 -1
16015|-1 -1 -1 -1 757 -1 -1 -1 -1 -1 -1 -1 -1 -1 707 -1 -1 -1 -1 -1
16020|-1 -1 -1 349 -1 -1 -1 -1 -1 -1 -1 -1 -1 275 -1 -1 -1 -1 -1 -1
16026|-1 -1 -1 567 -1 -1 -1 -1 -1 -1 -1 -1 -1 406 -1 -1 -1 -1 -1 -1
16028|-1 -1 -1 542 -1 -1 -1 -1 -1 -1 -1 -1 -1 399 -1 -1 -1 -1 -1 -1
16045|-1 -1 -1 -1 678 -1 -1 -1 -1 -1 -1 -1 -1 -1 631 -1 -1 -1 -1 -1
16051|-1 -1 -1 739 -1 -1 -1 -1 -1 -1 -1 -1 -1 414 -1 -1 -1 -1 -1 -1
17006|-1 -1 -1 644 -1 -1 -1 -1 -1 -1 -1 -1 -1 629 -1 -1 -1 -1 -1 -1
17007|-1 -1 -1 748 -1 -1 -1 -1 -1 -1 -1 -1 -1 665 -1 -1 -1 -1 -1 -1
17009|-1 -1 -1 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 637 -1 -1 -1 -1 -1 -1
17016|-1 -1 -1 581 -1 -1 -1 -1 -1 -1 -1 -1 -1 526 -1 -1 -1 -1 -1 -1
17017|-1 -1 -1 756 -1 -1 -1 -1 -1 -1 -1 -1 -1 674 -1 -1 -1 -1 -1 -1
17022|-1 -1 -1 644 -1 -1 -1 -1 -1 -1 -1 -1 -1 609 -1 -1 -1 -1 -1 -1
17028|-1 -1 -1 -1 589 -1 -1 -1 -1 -1 -1 -1 -1 -1 580 -1 -1 -1 -1 -1
17032|-1 -1 -1 729 -1 -1 -1 -1 -1 -1 -1 -1 -1 623 -1 -1 -1 -1 -1 -1
17044|-1 -1 -1 850 -1 -1 -1 -1 -1 -1 -1 -1 -1 778 -1 -1 -1 -1 -1 -1
17054|-1 -1 -1 733 -1 -1 -1 -1 -1 -1 -1 -1 -1 696 -1 -1 -1 -1 -1 -1
17056|-1 -1 -1 727 -1 -1 -1 -1 -1 -1 -1 -1 -1 672 -1 -1 -1 -1 -1 -1
17059|-1 -1 -1 627 -1 -1 -1 -1 -1 -1 -1 -1 -1 610 -1 -1 -1 -1 -1 -1
17060|-1 -1 -1 798 608 -1 -1 -1 -1 -1 -1 -1 -1 728 587 -1 -1 -1 -1 -1
17061|-1 -1 -1 757 -1 -1 -1 -1 -1 -1 -1 -1 -1 712 -1 -1 -1 -1 -1 -1
18001|-1 -1 -1 732 -1 -1 -1 -1 -1 -1 -1 -1 -1 637 -1 -1 -1 -1 -1 -1
18004|-1 -1 -1 483 -1 -1 -1 -1 -1 -1 -1 -1 -1 477 -1 -1 -1 -1 -1 -1
18007|-1 -1 -1 698 -1 -1 -1 -1 -1 -1 -1 -1 -1 663 -1 -1 -1 -1 -1 -1
18009|-1 -1 -1 576 -1 -1 -1 -1 -1 -1 -1 -1 -1 559 -1 -1 -1 -1 -1 -1
18017|-1 -1 -1 686 -1 -1 -1 -1 -1 -1 -1 -1 -1 655 -1 -1 -1 -1 -1 -1
18026|-1 -1 -1 627 -1 -1 -1 -1 -1 -1 -1 -1 -1 611 -1 -1 -1 -1 -1 -1
18032|-1 -1 -1 414 -1 -1 -1 -1 -1 -1 -1 -1 -1 305 -1 -1 -1 -1 -1 -1
18039|-1 -1 -1 684 -1 -1 -1 -1 -1 -1 -1 -1 -1 632 -1 -1 -1 -1 -1 -1
18050|-1 -1 -1 680 -1 -1 -1 -1 -1 -1 -1 -1 -1 595 -1 -1 -1 -1 -1 -1
18059|-1 -1 -1 780 -1 -1 -1 -1 -1 -1 -1 -1 -1 734 -1 -1 -1 -1 -1 -1
18060|-1 -1 -1 853 -1 -1 -1 -1 -1 -1 -1 -1 -1 785 -1 -1 -1 -1 -1 -1
18061|-1 -1 -1 936 -1 -1 -1 -1 -1 -1 -1 -1 -1 833 -1 -1 -1 -1 -1 -1
18068|-1 -1 -1 810 -1 -1 -1 -1 -1 -1 -1 -1 -1 757 -1 -1 -1 -1 -1 -1
18071|-1 -1 -1 983 -1 -1 -1 -1 -1 -1 -1 -1 -1 861 -1 -1 -1 -1 -1 -1
19001|-1 -1 -1 665 -1 -1 -1 -1 -1 -1 -1 -1 -1 576 -1 -1 -1 -1 -1 -1
19002|-1 -1 -1 625 -1 -1 -1 -1 -1 -1 -1 -1 -1 594 -1 -1 -1 -1 -1 -1
19003|-1 -1 -1 853 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 -1 -1 -1 -1 -1 -1
19005|-1 -1 -1 813 -1 -1 -1 -1 -1 -1 -1 -1 -1 749 -1 -1 -1 -1 -1 -1
19007|-1 -1 -1 644 -1 -1 -1 -1 -1 -1 -1 -1 -1 621 -1 -1 -1 -1 -1 -1
19008|-1 -1 -1 430 -1 -1 -1 -1 -1 -1 -1 -1 -1 415 -1 -1 -1 -1 -1 -1
19016|-1 -1 -1 866 -1 -1 -1 -1 -1 -1 -1 -1 -1 778 -1 -1 -1 -1 -1 -1
19026|-1 -1 -1 855 -1 -1 -1 -1 -1 -1 -1 -1 -1 786 -1 -1 -1 -1 -1 -1
19028|-1 -1 -1 794 -1 -1 -1 -1 -1 -1 -1 -1 -1 735 -1 -1 -1 -1 -1 -1
19030|-1 -1 -1 781 -1 -1 -1 -1 -1 -1 -1 -1 -1 730 -1 -1 -1 -1 -1 -1
19033|-1 -1 -1 678 -1 -1 -1 -1 -1 -1 -1 -1 -1 657 -1 -1 -1 -1 -1 -1
19037|-1 -1 -1 591 -1 -1 -1 -1 -1 -1 -1 -1 -1 528 -1 -1 -1 -1 -1 -1
19042|-1 -1 -1 712 -1 -1 -1 -1 -1 -1 -1 -1 -1 631 -1 -1 -1 -1 -1 -1
19063|-1 -1 -1 -1 660 -1 -1 -1 -1 -1 -1 -1 -1 -1 637 -1 -1 -1 -1 -1
19064|-1 -1 -1 768 -1 -1 -1 -1 -1 -1 -1 -1 -1 688 -1 -1 -1 -1 -1 -1
19065|-1 -1 -1 692 -1 -1 -1 -1 -1 -1 -1 -1 -1 631 -1 -1 -1 -1 -1 -1
19068|-1 -1 -1 749 -1 -1 -1 -1 -1 -1 -1 -1 -1 715 -1 -1 -1 -1 -1 -1
19071|-1 -1 -1 667 -1 -1 -1 -1 -1 -1 -1 -1 -1 654 -1 -1 -1 -1 -1 -1
19074|-1 -1 -1 -1 485 -1 -1 -1 -1 -1 -1 -1 -1 -1 437 -1 -1 -1 -1 -1
19075|-1 -1 -1 622 -1 -1 -1 -1 -1 -1 -1 -1 -1 604 -1 -1 -1 -1 -1 -1
20002|-1 -1 -1 783 -1 -1 -1 -1 -1 -1 -1 -1 -1 722 -1 -1 -1 -1 -1 -1
20003|-1 -1 -1 883 -1 -1 -1 -1 -1 -1 -1 -1 -1 825 -1 -1 -1 -1 -1 -1
20004|-1 -1 -1 771 -1 -1 -1 -1 -1 -1 -1 -1 -1 714 -1 -1 -1 -1 -1 -1
20006|-1 -1 -1 739 -1 -1 -1 -1 -1 -1 -1 -1 -1 693 -1 -1 -1 -1 -1 -1
20007|-1 -1 -1 647 -1 -1 -1 -1 -1 -1 -1 -1 -1 603 -1 -1 -1 -1 -1 -1
20008|-1 -1 -1 488 -1 -1 -1 -1 -1 -1 -1 -1 -1 472 -1 -1 -1 -1 -1 -1
20012|-1 -1 -1 707 -1 -1 -1 -1 -1 -1 -1 -1 -1 672 -1 -1 -1 -1 -1 -1
20019|-1 -1 -1 -1 682 -1 -1 -1 -1 -1 -1 -1 -1 -1 660 -1 -1 -1 -1 -1
20020|-1 -1 -1 471 -1 -1 -1 -1 -1 -1 -1 -1 -1 453 -1 -1 -1 -1 -1 -1
20029|-1 -1 -1 525 -1 -1 -1 -1 -1 -1 -1 -1 -1 401 -1 -1 -1 -1 -1 -1
20038|-1 -1 -1 398 -1 -1 -1 -1 -1 -1 -1 -1 -1 393 -1 -1 -1 -1 -1 -1
20039|-1 -1 -1 -1 645 -1 -1 -1 -1 -1 -1 -1 -1 -1 640 -1 -1 -1 -1 -1
20041|-1 -1 -1 677 -1 -1 -1 -1 -1 -1 -1 -1 -1 664 -1 -1 -1 -1 -1 -1
20043|-1 -1 -1 491 -1 -1 -1 -1 -1 -1 -1 -1 -1 441 -1 -1 -1 -1 -1 -1
20047|-1 -1 -1 660 -1 -1 -1 -1 -1 -1 -1 -1 -1 615 -1 -1 -1 -1 -1 -1
20048|-1 -1 -1 849 -1 -1 -1 -1 -1 -1 -1 -1 -1 783 -1 -1 -1 -1 -1 -1
20049|-1 -1 -1 679 -1 -1 -1 -1 -1 -1 -1 -1 -1 652 -1 -1 -1 -1 -1 -1
20051|-1 -1 -1 708 -1 -1 -1 -1 -1 -1 -1 -1 -1 674 -1 -1 -1 -1 -1 -1
20054|-1 -1 -1 784 -1 -1 -1 -1 -1 -1 -1 -1 -1 727 -1 -1 -1 -1 -1 -1
20058|-1 -1 -1 776 -1 -1 -1 -1 -1 -1 -1 -1 -1 746 -1 -1 -1 -1 -1 -1
20062|-1 -1 -1 626 -1 -1 -1 -1 -1 -1 -1 -1 -1 603 -1 -1 -1 -1 -1 -1
20063|-1 -1 -1 678 -1 -1 -1 -1 -1 -1 -1 -1 -1 627 -1 -1 -1 -1 -1 -1
20067|-1 -1 -1 667 -1 -1 -1 -1 -1 -1 -1 -1 -1 619 -1 -1 -1 -1 -1 -1
20070|-1 -1 -1 636 -1 -1 -1 -1 -1 -1 -1 -1 -1 548 -1 -1 -1 -1 -1 -1
20071|-1 -1 -1 614 -1 -1 -1 -1 -1 -1 -1 -1 -1 536 -1 -1 -1 -1 -1 -1
20073|-1 -1 -1 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 613 -1 -1 -1 -1 -1 -1
20074|-1 -1 -1 666 -1 -1 -1 -1 -1 -1 -1 -1 -1 648 -1 -1 -1 -1 -1 -1
20083|-1 -1 -1 686 -1 -1 -1 -1 -1 -1 -1 -1 -1 661 -1 -1 -1 -1 -1 -1
20093|-1 -1 -1 782 -1 -1 -1 -1 -1 -1 -1 -1 -1 726 -1 -1 -1 -1 -1 -1
20094|-1 -1 -1 587 -1 -1 -1 -1 -1 -1 -1 -1 -1 581 -1 -1 -1 -1 -1 -1
20097|-1 -1 -1 723 -1 -1 -1 -1 -1 -1 -1 -1 -1 670 -1 -1 -1 -1 -1 -1
20099|-1 -1 -1 549 -1 -1 -1 -1 -1 -1 -1 -1 -1 516 -1 -1 -1 -1 -1 -1
20101|-1 -1 -1 746 -1 -1 -1 -1 -1 -1 -1 -1 -1 701 -1 -1 -1 -1 -1 -1
21002|-1 -1 -1 754 -1 -1 -1 -1 -1 -1 -1 -1 -1 706 -1 -1 -1 -1 -1 -1
21005|-1 -1 -1 745 -1 -1 -1 -1 -1 -1 -1 -1 -1 683 -1 -1 -1 -1 -1 -1
21012|-1 -1 -1 741 607 -1 -1 -1 -1 -1 -1 -1 -1 685 574 -1 -1 -1 -1 -1
21019|-1 -1 -1 766 -1 -1 -1 -1 -1 -1 -1 -1 -1 734 -1 -1 -1 -1 -1 -1
21029|-1 -1 -1 -1 655 -1 -1 -1 -1 -1 -1 -1 -1 -1 609 -1 -1 -1 -1 -1
21032|-1 -1 -1 546 -1 -1 -1 -1 -1 -1 -1 -1 -1 499 -1 -1 -1 -1 -1 -1
21033|-1 -1 -1 654 -1 -1 -1 -1 -1 -1 -1 -1 -1 611 -1 -1 -1 -1 -1 -1
21044|-1 -1 -1 671 -1 -1 -1 -1 -1 -1 -1 -1 -1 623 -1 -1 -1 -1 -1 -1
21045|-1 -1 -1 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 683 -1 -1 -1 -1 -1 -1
21047|-1 -1 -1 654 -1 -1 -1 -1 -1 -1 -1 -1 -1 611 -1 -1 -1 -1 -1 -1
21048|-1 -1 -1 719 314 -1 -1 -1 -1 -1 -1 -1 -1 681 304 -1 -1 -1 -1 -1
21050|-1 -1 -1 632 372 -1 -1 -1 -1 -1 -1 -1 -1 572 309 -1 -1 -1 -1 -1
21052|-1 -1 -1 786 570 -1 -1 -1 -1 -1 -1 -1 -1 730 431 -1 -1 -1 -1 -1
21055|-1 -1 -1 777 -1 -1 -1 -1 -1 -1 -1 -1 -1 714 -1 -1 -1 -1 -1 -1
21059|-1 -1 -1 526 404 -1 -1 -1 -1 -1 -1 -1 -1 519 399 -1 -1 -1 -1 -1
21062|-1 -1 -1 613 -1 -1 -1 -1 -1 -1 -1 -1 -1 544 -1 -1 -1 -1 -1 -1
21069|-1 -1 -1 774 570 -1 -1 -1 -1 -1 -1 -1 -1 736 556 -1 -1 -1 -1 -1
21073|-1 -1 -1 874 579 -1 -1 -1 -1 -1 -1 -1 -1 792 570 -1 -1 -1 -1 -1
21076|-1 -1 -1 772 -1 -1 -1 -1 -1 -1 -1 -1 -1 713 -1 -1 -1 -1 -1 -1
21081|-1 -1 -1 701 -1 -1 -1 -1 -1 -1 -1 -1 -1 639 -1 -1 -1 -1 -1 -1
21082|-1 -1 -1 489 -1 -1 -1 -1 -1 -1 -1 -1 -1 479 -1 -1 -1 -1 -1 -1
21088|-1 -1 -1 758 -1 -1 -1 -1 -1 -1 -1 -1 -1 705 -1 -1 -1 -1 -1 -1
21089|-1 -1 -1 597 429 -1 -1 -1 -1 -1 -1 -1 -1 565 410 -1 -1 -1 -1 -1
22001|-1 -1 -1 697 -1 -1 -1 -1 -1 -1 -1 -1 -1 684 -1 -1 -1 -1 -1 -1
22003|-1 -1 -1 692 -1 -1 -1 -1 -1 -1 -1 -1 -1 559 -1 -1 -1 -1 -1 -1
22004|-1 -1 -1 662 -1 -1 -1 -1 -1 -1 -1 -1 -1 653 -1 -1 -1 -1 -1 -1
22005|-1 -1 -1 771 -1 -1 -1 -1 -1 -1 -1 -1 -1 703 -1 -1 -1 -1 -1 -1
22006|-1 -1 -1 -1 691 -1 -1 -1 -1 -1 -1 -1 -1 -1 661 -1 -1 -1 -1 -1
22007|-1 -1 -1 600 -1 -1 -1 -1 -1 -1 -1 -1 -1 565 -1 -1 -1 -1 -1 -1
22008|-1 -1 -1 -1 553 -1 -1 -1 -1 -1 -1 -1 -1 -1 539 -1 -1 -1 -1 -1
22009|-1 -1 -1 832 -1 -1 -1 -1 -1 -1 -1 -1 -1 756 -1 -1 -1 -1 -1 -1
22011|-1 -1 -1 724 -1 -1 -1 -1 -1 -1 -1 -1 -1 649 -1 -1 -1 -1 -1 -1
22012|-1 -1 -1 552 -1 -1 -1 -1 -1 -1 -1 -1 -1 523 -1 -1 -1 -1 -1 -1
22015|-1 -1 -1 623 -1 -1 -1 -1 -1 -1 -1 -1 -1 604 -1 -1 -1 -1 -1 -1
22016|-1 -1 -1 686 -1 -1 -1 -1 -1 -1 -1 -1 -1 624 -1 -1 -1 -1 -1 -1
22017|-1 -1 -1 885 -1 -1 -1 -1 -1 -1 -1 -1 -1 798 -1 -1 -1 -1 -1 -1
22018|-1 -1 -1 747 -1 -1 -1 -1 -1 -1 -1 -1 -1 670 -1 -1 -1 -1 -1 -1
22027|-1 -1 -1 -1 771 -1 -1 -1 -1 -1 -1 -1 -1 -1 724 -1 -1 -1 -1 -1
22031|-1 -1 -1 -1 569 -1 -1 -1 -1 -1 -1 -1 -1 -1 551 -1 -1 -1 -1 -1
22032|-1 -1 -1 708 -1 -1 -1 -1 -1 -1 -1 -1 -1 671 -1 -1 -1 -1 -1 -1
22033|-1 -1 -1 713 -1 -1 -1 -1 -1 -1 -1 -1 -1 659 -1 -1 -1 -1 -1 -1
22038|-1 -1 -1 889 -1 -1 -1 -1 -1 -1 -1 -1 -1 799 -1 -1 -1 -1 -1 -1
22039|-1 -1 -1 663 -1 -1 -1 -1 -1 -1 -1 -1 -1 576 -1 -1 -1 -1 -1 -1
22043|-1 -1 -1 679 -1 -1 -1 -1 -1 -1 -1 -1 -1 642 -1 -1 -1 -1 -1 -1
22053|-1 -1 -1 751 -1 -1 -1 -1 -1 -1 -1 -1 -1 708 -1 -1 -1 -1 -1 -1
22054|-1 -1 -1 466 -1 -1 -1 -1 -1 -1 -1 -1 -1 438 -1 -1 -1 -1 -1 -1
22055|-1 -1 -1 800 -1 -1 -1 -1 -1 -1 -1 -1 -1 749 -1 -1 -1 -1 -1 -1
22065|-1 -1 -1 719 -1 -1 -1 -1 -1 -1 -1 -1 -1 693 -1 -1 -1 -1 -1 -1
22069|-1 -1 -1 767 -1 -1 -1 -1 -1 -1 -1 -1 -1 709 -1 -1 -1 -1 -1 -1
22070|-1 -1 -1 647 -1 -1 -1 -1 -1 -1 -1 -1 -1 621 -1 -1 -1 -1 -1 -1
22073|-1 -1 -1 662 -1 -1 -1 -1 -1 -1 -1 -1 -1 621 -1 -1 -1 -1 -1 -1
22074|-1 -1 -1 672 -1 -1 -1 -1 -1 -1 -1 -1 -1 640 -1 -1 -1 -1 -1 -1
22077|-1 -1 -1 760 -1 -1 -1 -1 -1 -1 -1 -1 -1 732 -1 -1 -1 -1 -1 -1
22079|-1 -1 -1 804 -1 -1 -1 -1 -1 -1 -1 -1 -1 755 -1 -1 -1 -1 -1 -1
22080|-1 -1 -1 720 -1 -1 -1 -1 -1 -1 -1 -1 -1 660 -1 -1 -1 -1 -1 -1
22083|-1 -1 -1 907 530 -1 -1 -1 -1 -1 -1 -1 -1 858 525 -1 -1 -1 -1 -1
22087|-1 -1 -1 756 -1 -1 -1 -1 -1 -1 -1 -1 -1 708 -1 -1 -1 -1 -1 -1
22089|-1 -1 -1 715 507 -1 -1 -1 -1 -1 -1 -1 -1 656 469 -1 -1 -1 -1 -1
22091|-1 -1 -1 744 -1 -1 -1 -1 -1 -1 -1 -1 -1 706 -1 -1 -1 -1 -1 -1
22093|-1 -1 -1 683 -1 -1 -1 -1 -1 -1 -1 -1 -1 638 -1 -1 -1 -1 -1 -1
22095|-1 -1 -1 735 -1 -1 -1 -1 -1 -1 -1 -1 -1 686 -1 -1 -1 -1 -1 -1
22099|-1 -1 -1 712 -1 -1 -1 -1 -1 -1 -1 -1 -1 646 -1 -1 -1 -1 -1 -1
23000|-1 -1 -1 642 -1 -1 -1 -1 -1 -1 -1 -1 -1 560 -1 -1 -1 -1 -1 -1
23001|-1 -1 -1 497 -1 -1 -1 -1 -1 -1 -1 -1 -1 477 -1 -1 -1 -1 -1 -1
23005|-1 -1 -1 747 -1 -1 -1 -1 -1 -1 -1 -1 -1 710 -1 -1 -1 -1 -1 -1
23007|-1 -1 -1 830 -1 -1 -1 -1 -1 -1 -1 -1 -1 760 -1 -1 -1 -1 -1 -1
23009|-1 -1 -1 762 -1 -1 -1 -1 -1 -1 -1 -1 -1 719 -1 -1 -1 -1 -1 -1
23013|-1 -1 -1 707 -1 -1 -1 -1 -1 -1 -1 -1 -1 684 -1 -1 -1 -1 -1 -1
23018|-1 -1 -1 677 -1 -1 -1 -1 -1 -1 -1 -1 -1 626 -1 -1 -1 -1 -1 -1
23027|-1 -1 -1 627 -1 -1 -1 -1 -1 -1 -1 -1 -1 560 -1 -1 -1 -1 -1 -1
23031|-1 -1 -1 -1 664 -1 -1 -1 -1 -1 -1 -1 -1 -1 641 -1 -1 -1 -1 -1
23037|-1 -1 -1 701 -1 -1 -1 -1 -1 -1 -1 -1 -1 666 -1 -1 -1 -1 -1 -1
23041|-1 -1 -1 571 -1 -1 -1 -1 -1 -1 -1 -1 -1 535 -1 -1 -1 -1 -1 -1
23045|-1 -1 -1 760 -1 -1 -1 -1 -1 -1 -1 -1 -1 721 -1 -1 -1 -1 -1 -1
23051|-1 -1 -1 296 -1 -1 -1 -1 -1 -1 -1 -1 -1 253 -1 -1 -1 -1 -1 -1
23055|-1 -1 -1 682 -1 -1 -1 -1 -1 -1 -1 -1 -1 622 -1 -1 -1 -1 -1 -1
23061|-1 -1 -1 612 -1 -1 -1 -1 -1 -1 -1 -1 -1 601 -1 -1 -1 -1 -1 -1
23063|-1 -1 -1 565 -1 -1 -1 -1 -1 -1 -1 -1 -1 560 -1 -1 -1 -1 -1 -1
23070|-1 -1 -1 -1 662 -1 -1 -1 -1 -1 -1 -1 -1 -1 632 -1 -1 -1 -1 -1
23072|-1 -1 -1 722 -1 -1 -1 -1 -1 -1 -1 -1 -1 652 -1 -1 -1 -1 -1 -1
23074|-1 -1 -1 791 -1 -1 -1 -1 -1 -1 -1 -1 -1 670 -1 -1 -1 -1 -1 -1
23075|-1 -1 -1 712 -1 -1 -1 -1 -1 -1 -1 -1 -1 641 -1 -1 -1 -1 -1 -1
23079|-1 -1 -1 891 -1 -1 -1 -1 -1 -1 -1 -1 -1 772 -1 -1 -1 -1 -1 -1
23083|-1 -1 -1 884 -1 -1 -1 -1 -1 -1 -1 -1 -1 774 -1 -1 -1 -1 -1 -1
23085|-1 -1 -1 696 -1 -1 -1 -1 -1 -1 -1 -1 -1 661 -1 -1 -1 -1 -1 -1
23088|-1 -1 -1 575 -1 -1 -1 -1 -1 -1 -1 -1 -1 546 -1 -1 -1 -1 -1 -1
23090|-1 -1 -1 664 -1 -1 -1 -1 -1 -1 -1 -1 -1 628 -1 -1 -1 -1 -1 -1
23092|-1 -1 -1 665 -1 -1 -1 -1 -1 -1 -1 -1 -1 636 -1 -1 -1 -1 -1 -1
23094|-1 -1 -1 645 -1 -1 -1 -1 -1 -1 -1 -1 -1 609 -1 -1 -1 -1 -1 -1
23095|-1 -1 -1 -1 595 -1 -1 -1 -1 -1 -1 -1 -1 -1 582 -1 -1 -1 -1 -1
